Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Elderd, BD; Rehill, BJ; Haynes, KJ; Dwyer, G",,,,"Elderd, Bret D.; Rehill, Brian J.; Haynes, Kyle J.; Dwyer, Greg",,,"Induced plant defenses, host-pathogen interactions, and forest insect outbreaks",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,,,,,,,,,"Cyclic outbreaks of defoliating insects devastate forests, but their causes are poorly understood. Outbreak cycles are often assumed to be driven by density-dependent mortality due to natural enemies, because pathogens and predators cause high mortality and because natural-enemy models reproduce fluctuations in defoliation data. The role of induced defenses is in contrast often dismissed, because toxic effects of defenses are often weak and because induced-defense models explain defoliation data no better than natural-enemy models. Natural-enemy models, however, fail to explain gypsy moth outbreaks in North America, in which outbreaks in forests with a higher percentage of oaks have alternated between severe and mild, whereas outbreaks in forests with a lower percentage of oaks have been uniformly moderate. Here we show that this pattern can be explained by an interaction between induced defenses and a natural enemy. We experimentally induced hydrolyzable-tannin defenses in red oak, to show that induction reduces variability in a gypsy moth's risk of baculovirus infection. Because this effect can modulate outbreak severity and because oaks are the only genus of gypsy moth host tree that can be induced, we extended a natural-enemy model to allow for spatial variability in inducibility. Our model shows alternating outbreaks in forests with a high frequency of oaks, and uniform outbreaks in forests with a low frequency of oaks, matching the data. The complexity of this effect suggests that detecting effects of induced defenses on defoliator cycles requires a combination of experiments and models.",,,,,"Dwyer, Greg/L-1134-2015; Haynes, Kyle/C-1374-2012; Elderd, Bret/C-5231-2016","Haynes, Kyle/0000-0002-3283-6633; Elderd, Bret/0000-0001-5853-1136",,,,,,,,,,,,,0027-8424,,,,,SEP 10,2013,110,37,,,,,14978,14983,,10.1073/pnas.1300759110,http://dx.doi.org/10.1073/pnas.1300759110,,,,,,,,23966566,,,,,WOS:000324125100044,View Full Record in Web of Science
J,"Labonne, J; Gaudin, P",,,,"Labonne, J; Gaudin, P",,,"Exploring population dynamics patterns in a rare fish, Zingel asper, through capture-mark-recapture methods",CONSERVATION BIOLOGY,,,,,,,,,,,,"We performed a capture-mark-recapture study on one of the last populations of Zingel asper, an endemic percid species of the Rhone River basin in France. The distribution of Z. asper has decreased dramatically during the last century. We sampled three sites in suitable habitats in the Beaume River. No impact of individual tagging on survival was found. The demography of the population was analyzed using capture-recapture methods that allow the estimation of survival, recruitment, and demographic growth rates. Annual survival rates were low (0.35-0.50). The level of transience was high (5% to 25%), suggesting that a significant number of individuals were highly mobile or shifted to suboptimal habitats. Seniority rates suggested random highly variable recruitment between years. The three sites had similar variation patterns in all demographic parameters, indicating broad spatial covariation in population dynamics. We found some local differences in demographic parameters, which could be linked to local habitat quality. Individual tagging allowed for the estimation of demographic parameters that improved our understanding of Z. asper population dynamics and revealed mechanisms that may affect population persistence, such as stochastic recruitment, low survival, and frequent dispersal. The fragmentation of habitat through river damming inhibits dispersal and represents a threat to the persistence of Z. asper in the Rhone basin. Our results offer evidence of the importance of dispersal in nonmigratory fishes and confirm the usefulness of individual tagging methods in rare fish demography.",,,,,,"Labonne, Jacques/0000-0001-5953-3029",,,,,,,,,,,,,0888-8892,1523-1739,,,,APR,2005,19,2,,,,,463,472,,10.1111/j.1523-1739.2005.00013.x,http://dx.doi.org/10.1111/j.1523-1739.2005.00013.x,,,,,,,,,,,,,WOS:000227647600023,View Full Record in Web of Science
J,"Satake, A; Bjornstad, ON",,,,"Satake, Akiko; Bjornstad, Ottar N.",,,A resource budget model to explain intraspecific variation in mast reproductive dynamics,ECOLOGICAL RESEARCH,,,,,,,,,,,,"Rowan, Sorbus aucuparia L., exhibits conspicuous geographic variation in its inter-annual patterns of reproduction across southern Norway. Along the southern west coast, trees flower and produce clusters of succulent berries every other year, while in the east, trees mast every 3 years. We investigate two hypotheses for this variation: local adaptation to environmental conditions that favors different reproductive schedules at different locations or variation arising from single stereotyped reproductive strategy in the face of a geographic variation in productivity. To assess the theoretical plausibility of each of these hypotheses, we develop a refined resource budget model for mast reproduction. The refined model assumes that there is a lower bound on the amount of resource that may be allocated to reproduction, which allows the prediction of the relation between reproductive schedules and productivity. From the analysis of the model, we find that the observed geographic transition in rowan mast is caused if either productivity in the east is lower than that in the west or if plants in the eastern populations have evolved to pause reproduction until energy reserves are replenished to higher levels. The prediction by the productivity gradient hypothesis match with the empirical finding that the productivity is, in fact, likely to be lower in the east than the west, although we lack empirical data to test the likelihood of the local adaptation hypothesis. There is a need for experimental studies to clarify the validity of the local adaptation hypothesis.",,,,,"Bjornstad, Ottar/I-4518-2012; Satake, Akiko/A-5895-2013",,,,,,,,,,,,,,0912-3814,1440-1703,,,,JAN,2008,23,1,,,,,3,10,,10.1007/s11284-007-0397-5,http://dx.doi.org/10.1007/s11284-007-0397-5,,,,,,,,,,,,,WOS:000252386800002,View Full Record in Web of Science
J,"Tanner, SE; Giacomello, E; Menezes, GM; Mirasole, A; Neves, J; Sequeira, V; Vasconcelos, RP; Vieira, AR; Morrongiello, JR",,,,"Tanner, Susanne E.; Giacomello, Eva; Menezes, Gui M.; Mirasole, Alice; Neves, Joao; Sequeira, Vera; Vasconcelos, Rita P.; Vieira, Ana Rita; Morrongiello, John R.",,,Marine regime shifts impact synchrony of deep-sea fish growth in the northeast Atlantic,OIKOS,,,,,,,,,,,,"The complexity and spatio-temporal scale of populations' dynamics influence how populations respond to large-scale ecological pressures. Detecting and attributing synchrony (i.e. temporally coincident fluctuations in populations' parameters) is key as synchronous populations can become more vulnerable to stochastic events that can affect the viability of harvest and have profound consequences to community structure. Here, we aimed to estimate the level of synchrony in fish growth within and among species across 1 million km(2)and identify the environmental drivers contributing to synchronous population fluctuations. We developed otolith increment-based growth chronologies for two deep-sea scorpaenid fishes (Helicolenus dactylopterusandPontinus kuhlii) from geographically and bathymetrically disjunct populations in the northeast Atlantic (one species in three locations; two species with different depth preferences). We used hierarchical models to partition variation in growth within and between populations attributing it to intrinsic (age, species, population) and extrinsic (environmental variables) drivers. We assessed synchrony in growth variation within and among species and identified common change points in population specific growth patterns. We documented time-variant synchrony in growth variation of geographically and bathymetrically segregated deep-sea fish populations, lasting 25 and 18 years, respectively. The observed synchrony was likely driven by shared environmental forcing (Moran effect) as large-scale climate indices (East Atlantic pattern and North Atlantic Oscillation) were important environmental drivers of overall growth variation while the onset of synchrony in growth variation was likely related to marine regime shifts occurring in a wide area of the northeast Atlantic that affected the entire ecosystem. However, our capacity to extrapolate growth information across species and locations was dependent on the timing and magnitude of environmental change. Developing a better understanding of the mechanisms driving growth synchrony is key to ensure sustainable management of populations in habitats that are fragile and highly sensible to environmental change, such as the deep-sea.",,,,,"Menezes, Gui/A-3956-2009; Giacomello, Eva/ABE-7322-2020; Mirasole, Alice/AAB-4200-2020; Tanner, Susanne/B-1689-2012; Vasconcelos, Rita/F-1236-2011; Vieira, Ana Rita/B-1677-2012; Neves, Joao/O-6970-2018; Morrongiello, John/E-8716-2011; Sequeira, Vera/B-1673-2012","Vasconcelos, Rita/0000-0002-1113-4915; Tanner, Susanne/0000-0003-2225-7002; Vieira, Ana Rita/0000-0002-5640-7999; Neves, Joao/0000-0002-7875-3382; Giacomello, Eva/0000-0003-0458-486X; Morrongiello, John/0000-0002-9608-4151; Mirasole, Alice/0000-0003-2517-9548; Machado Menezes, Gui Manuel/0000-0003-0781-4579; Sequeira, Vera/0000-0001-7173-4982",,,,,,,,,,,,,0030-1299,1600-0706,,,,DEC,2020,129,12,,,,,1781,1794,,10.1111/oik.07332,http://dx.doi.org/10.1111/oik.07332,,SEP 2020,,,,,,,,,,,WOS:000566375400001,View Full Record in Web of Science
J,"Zischke, MT; Bunnell, DB; Troy, CD; Berglund, EK; Caroffino, DC; Ebener, MP; He, JX; Sitar, SP; Höök, TO",,,,"Zischke, Mitchell T.; Bunnell, David B.; Troy, Cary D.; Berglund, Eric K.; Caroffino, David C.; Ebener, Mark P.; He, Ji X.; Sitar, Shawn P.; Hook, Tomas O.",,,Asynchrony in the inter-annual recruitment of lake whitefish Coregonus clupeaformis in the Great Lakes region,JOURNAL OF GREAT LAKES RESEARCH,,,,,,,,,,,,"Spatially separated fish populations may display synchrony in annual recruitment if the factors that drive recruitment success, particularly abiotic factors such as temperature, are synchronised across broad spatial scales. We examined inter-annual variation in recruitment among lake whitefish (Coregonus clupeaformis) populations in lakes Huron, Michigan and Superior using fishery-dependent and -independent data from 1971 to 2014. Relative year-class strength (RYCS) was calculated from catch-curve residuals for each year class across multiple sampling years. Pairwise comparison of RYCS among datasets revealed no significant associations either within or between lakes, suggesting that recruitment of lake whitefish is spatially asynchronous. There was no consistent correlation between pairwise agreement and the distance between datasets, and models to estimate the spatial scale of recruitment synchrony did not fit well to these data. This suggests that inter-annual recruitment variation of lake whitefish is asynchronous across broad spatial scales in the Great Lakes. While our method primarily evaluated year-to-year recruitment variation, it is plausible that recruitment of lake whitefish varies at coarser temporal scales (e.g. decadal). Nonetheless, our findings differ from research on some other Coregonus species and suggest that local biotic or density-dependent factors may contribute strongly to lake whitefish recruitment rather than inter-annual variability in broad-scale abiotic factors. (C) 2017 International Association for Great Lakes Research. Published by Elsevier B.V. All rights reserved.",,,,,,"Hook, Tomas/0000-0001-9185-6741; Sitar, Shawn/0000-0002-8868-3277; Troy, Cary/0000-0001-9115-6323",,,,,,,,,,,,,0380-1330,,,,,APR,2017,43,2,,,,,359,369,,10.1016/j.jglr.2017.01.007,http://dx.doi.org/10.1016/j.jglr.2017.01.007,,,,,,,,,,,,,WOS:000396967200015,View Full Record in Web of Science
J,"Axelson, JN; Smith, DJ; Daniels, LD; Alfaro, RI",,,,"Axelson, J. N.; Smith, D. J.; Daniels, L. D.; Alfaro, R. I.",,,"Multicentury reconstruction of western spruce budworm outbreaks in central British Columbia, Canada",FOREST ECOLOGY AND MANAGEMENT,,,,,,,,,,,,"The western spruce budworm (Choristoneura occidentalis Freeman; WSB) is a widespread and destructive defoliator of commercially important coniferous forests in western North America. In British Columbia, Canada, Douglas-fir (Pseudotsuga menziesii) is the most prevalent host, and records show that significant outbreaks have primarily occurred in the southern interior over the last century. In the central interior of British Columbia, particularly in the Cariboo Forest Region, the most recent outbreak of western spruce budworm, which is in its second decade, has been severe and widespread. It is perhaps due to this long outbreak, which is unprecedented in duration since detailed surveys began in the 1950s, that there is an anecdotal perception that the western spruce budworm is expanding its range northward into the region, affecting Douglas-fir near the edge of its northern distribution. However, very little is known about the long-term outbreak history of western spruce budworm in the central interior of the province. In this study we used 11 Douglas-fir host chronologies and 2 regional Finns non-host chronologies to reconstruct western spruce budworm outbreaks over a 435-year period. Standard dendrochronological techniques were used to develop tree-ring chronologies at each site and the program OUTBREAK was used to detect outbreak periods. We reconstructed 12 outbreaks starting in early 1600s with a mean return interval of 30 years. Sensitivity analysis illustrated that including light, moderate and severe intensity thresholds modified the number of reconstructed outbreaks, their duration and mean return interval. Sub-regional chronologies based on biogeoclimatic subzones and variants (BEC units), revealed strong synchrony of some outbreak events, but not all. Wavelet analysis of the sub-regional chronologies demonstrated the quasi-periodic behavior of western spruce budworm over the entire record, which averaged 32-years. By reconstructing WSB dynamics over 400 years we demonstrated that outbreaks observed over the last 40 years in the Cariboo Forest Region are not unprecedented. Crown Copyright (C) 2014 Published by Elsevier B.V.",,,,,,"Smith, Dan/0000-0003-3619-9448; Axelson, Jodi N./0000-0002-1799-6364; Daniels, Lori/0000-0002-5015-8311",,,,,,,,,,,,,0378-1127,1872-7042,,,,JAN 1,2015,335,,,,,,235,248,,10.1016/j.foreco.2014.10.002,http://dx.doi.org/10.1016/j.foreco.2014.10.002,,,,,,,,,,,,,WOS:000347739900022,View Full Record in Web of Science
J,"Powney, GD; Broaders, LK; Oliver, TH",,,,"Powney, Gary D.; Broaders, Lorraine K.; Oliver, Tom H.",,,Towards a measure of functional connectivity: local synchrony matches small scale movements in a woodland edge butterfly,LANDSCAPE ECOLOGY,,,,,,,,,,,,"This study investigates the sensitivity of local synchrony to movement patterns of the Ringlet butterfly (Aphantopus hyperantus). We examine whether population synchrony, describing the correlated fluctuations of conspecific populations, may prove an effective surrogate measure for monitoring functional connectivity in this species without the requirement of exhaustive sampling. We compared the effect on population synchrony of two different distance measures, direct (Euclidean) distance and distance via woodland rides and edges, and also of habitat matrix composition. Population synchrony of A. hyperantus was calculated as the pairwise correlation between population time-series using 20 years of data from UK butterfly monitoring scheme transects. Local population synchrony was better explained by distance via woodland edges than direct distance, especially for woodland-dominated transects. These results are consistent with mark-recapture data previously collected on the Ringlet butterfly. The results indicate a sensitivity of population synchrony to butterfly local dispersal behaviour, particularly, to the use of habitat corridors and other functional dispersal routes. Population synchrony is considered to have potential as a surrogate measure of functional connectivity. With development, this method could become a valuable conservation tool for identifying important landscape features which promote species' connectivity.",,,,,"Oliver, Tom/K-2670-2012","Oliver, Tom/0000-0002-4169-7313; Powney, Gary/0000-0003-3313-7786",,,,,,,,,,,,,0921-2973,,,,,OCT,2012,27,8,,,,,1109,1120,,10.1007/s10980-012-9771-y,http://dx.doi.org/10.1007/s10980-012-9771-y,,,,,,,,,,,,,WOS:000308329200003,View Full Record in Web of Science
J,"Björkman, C; Bommarco, R; Eklund, K; Höglund, S",,,,"Björkman, C; Bommarco, R; Eklund, K; Höglund, S",,,Harvesting disrupts biological control of herbivores in a short-rotation coppice system,ECOLOGICAL APPLICATIONS,,,,,,,,,,,,"Disturbances such as harvesting often interfere with the ecological processes that lead to the biological control of insect pests. For willows, grown as short-rotation coppice crops harvested every third to fifth year, it has been suggested that high plant quality in the resprouting shoots after harvesting may explain observed high densities of herbivorous insects, especially leaf beetles (Coleoptera: Chrysomelidae), in the plantations. In this study, we show that generalist predators may be important as regulators of leaf beetle populations. All three leaf beetle species, which were studied for five years in 12 plantations, showed a negative correlation between the population growth rate from spring to fall and the abundance of the most common generalist predator Orthotylus marginalis (Heteroptera: Miridae). For the most abundant leaf beetle, Phratora vulgatissima, we also found a significant positive correlation between its population growth rate and egg survival, indicating an overall effect of predation on herbivore population growth. Harvesting, which takes place during the winter, had a negative effect on the abundance of leaf beetles and predators. However, the first year after harvesting, all three leaf beetle species regained this loss with a very high population growth rate. A reason for the better ability of the herbivores to recover from the disturbance may be that they, unlike the predators, mainly overwinter outside the plantations. All three leaf beetles peaked in density three years after harvesting whereas the density of generalist natural enemies increased or leveled off during the five-year period after harvesting. We conclude that predation by generalist predators is potentially important for population control of leaf beetles in willow coppice, but that the intermediate disturbance regime of around five years between harvests, appears to be too short to avoid disruption of biological control. Alternatives for more efficient biological control in short-rotation coppice systems may be a longer period between harvests that enables the predators to fully respond numerically, to leave natural enemies refuges at harvest, or to harvest adjacent plantations asynchronously.",,,,,"Bommarco, Riccardo/E-7109-2016","Bommarco, Riccardo/0000-0001-8888-0476",,,,,,,,,,,,,1051-0761,,,,,DEC,2004,14,6,,,,,1624,1633,,10.1890/03-5341,http://dx.doi.org/10.1890/03-5341,,,,,,,,,,,,,WOS:000225858000002,View Full Record in Web of Science
J,"Cooke, BJ; Lorenzetti, F",,,,"Cooke, BJ; Lorenzetti, F",,,"The dynamics of forest tent caterpillar outbreaks in Quebec, Canada",FOREST ECOLOGY AND MANAGEMENT,,,,,,,,,,,,"Historical patterns of forest tent caterpillar defoliation over the period 1938-2002 in the province of Quebec, eastern Canada, were analyzed in relation to forest inventory data. The extent of defoliation over time was largely nonstationary and only somewhat periodic; however six major defoliation episodes could be identified. Individual outbreaks tended to span only 36.6% (+/- 13.1% S.E.) of the total area defoliated, suggesting they are frequently terminated before attaining their maximum potential extent. Although outbreaks tended to recur periodically, they were not perfectly synchronized across the province. Two core regions, 14 000 and 20 000 km(2) in size, located in the northwestern, aspen-dominated boreal forest region and the southeastern, maple-dominated mixedwood forest region, were found to exhibit cyclic patterns of defoliation, with periodicities of 9 and 13 years, respectively. These oscillations were characterized by strong second-order negative feedback, suggesting recantation by lagged density-dependent processes. Outbreak cycles in the two core regions were in phase with one another (r = 0.39) until 1963, when a sudden, large-scale outbreak collapse occurred in the North during the initial phase of the third cycle. Since that time outbreak oscillations have been completely out of phase (r = -0.16), leading to a persistent wave-like pattern of outbreak spread back and forth between regions along a northwest-southeast axis. Within core regions, cycle amplitude varied in a slow and smooth manner, with the phasing pattern of amplitude modulation differing substantially between regions. Although the timing of population cycle peaks appears to be highly predictable, at least within the core regions, the levels of defoliation experienced during these peaks appears to be unpredictable and may be modulated by factors yet to be identified. (c) 2006 Elsevier B.V. All rights reserved.",,,,,"Lorenzetti, Francois/W-1184-2019","Lorenzetti, Francois/0009-0006-6693-086X",,,,,,,,,,,,,0378-1127,1872-7042,,,,MAY 1,2006,226,1-3,,,,,110,121,,10.1016/j.foreco.2006.01.034,http://dx.doi.org/10.1016/j.foreco.2006.01.034,,,,,,,,,,,,,WOS:000237138400012,View Full Record in Web of Science
J,"Melo, LC; Schneider, R; Fortin, M",,,,"Melo, L. C.; Schneider, R.; Fortin, M.",,,The effect of natural and anthropogenic disturbances on the uncertainty of large-area forest growth forecasts,FORESTRY,,,,,,,,,,,,"This study aimed to estimate the contribution of disturbances to the uncertainty of forest growth forecasts in the Bas-Saint-Laurent region in Quebec, Canada. We focused on two major disturbances affecting that region: spruce budworm (SBW) outbreaks and harvest activities. Growth forecasts were carried out for a period of 100 years (2003-2103) using ARTEMIS-2009, a stochastic individual-based model. Using the Monte Carlo technique, we simulated four scenarios: a baseline; a harvest scenario; a SBW scenario; and a scenario including both harvest and SBW. Uncertainty estimation was performed using a bootstrap variance estimator that applies to the context of hybrid inference. The results revealed that the total variances increased over time. For the scenarios including SBW, the variances were three to six times greater than those in the scenarios without outbreaks. Harvesting did not greatly contribute to the total variance. We conclude that to reduce the uncertainty of large-area growth forecasts in the Bas-Saint-Laurent, considering SBW dynamics is a crucial issue.",,,,,"Schneider, Robert/A-4831-2013; Fortin, Mathieu/K-4204-2017","Fortin, Mathieu/0000-0002-6436-2727; Schneider, Robert/0000-0001-9862-9808",,,,,,,,,,,,,0015-752X,1464-3626,,,,JUL,2019,92,3,,,,,231,241,,10.1093/forestry/cpz020,http://dx.doi.org/10.1093/forestry/cpz020,,,,,,,,,,,,,WOS:000493043900001,View Full Record in Web of Science
J,"Chen, HP; Jackson, PL",,,,"Chen, Huapeng; Jackson, Peter L.",,,Climatic conditions for emergence and flight of mountain pine beetle: implications for long-distance dispersal,CANADIAN JOURNAL OF FOREST RESEARCH,,,,,,,,,,,,"A significant shift in the mountain pine beetle (Dendroctonus ponderosae Hopkins, 1902) range has been attributed to long-distance dispersal from the observed spatiotemporal patterns of beetle infestations in the recent outbreak in western Canada. However, long-distance dispersal is still the least understood aspect of mountain pine beetle ecology. In particular, the mechanisms responsible for the three major phases of long-distance dispersal, the ascent, transport, and descent, are poorly known. In this study, we used the North American Regional Reanalysis meteorological data (1999-2010) to determine climate conditions under and above the forest canopy during mountain pine beetle emergence and flight at the landscape scale. We found that climate conditions are distinct during emergence and flight. They provide an ideal underlying environment to facilitate the potential long-distance dispersal. Climate conditions are unstable under the forest canopy during emergence, which would help loft beetles above the forest canopy to initiate long-distance dispersal. The first direct evidence from wind directions above the forest canopy suggests that atmospheric transportation of mountain pine beetle in the planetary boundary layer is aided by wind.",,,,,"Jackson, Peter/I-1994-2013",,,,,,,,,,,,,,0045-5067,1208-6037,,,,JUL,2017,47,7,,,,,974,984,,10.1139/cjfr-2016-0510,http://dx.doi.org/10.1139/cjfr-2016-0510,,,,,,,,,,,,,WOS:000404460700014,View Full Record in Web of Science
J,"Bellier, E; Grotan, V; Engen, S; Schartau, AK; Herfindal, I; Finstad, AG",,,,"Bellier, Edwige; Grotan, Vidar; Engen, Steinar; Schartau, Ann Kristin; Herfindal, Ivar; Finstad, Anders G.",,,"Distance decay of similarity, effects of environmental noise and ecological heterogeneity among species in the spatio-temporal dynamics of a dispersal-limited community",ECOGRAPHY,,,,,,,,,,,,"The joint spatial and temporal fluctuations in community structure may be due to dispersal, variation in environmental conditions, ecological heterogeneity among species and demographic stochasticity. These factors are not mutually exclusive, and their relative contribution towards shaping species abundance distributions and in causing species fluctuations have been hard to disentangle. To better understand community dynamics when the exchange of individuals between localities is very low, we studied the dynamics of the freshwater zooplankton communities in 17 lakes located in independent catchment areas, sampled at end of summer from 2002 to 2008 in Norway. We analysed the joint spatial and temporal fluctuations in the community structure by fitting the two-dimensional Poisson lognormal model under a two-stage sampling scheme. We partitioned the variance of the distribution of log abundance for a random species at a random time and location into components of demographic stochasticity, ecological heterogeneity among species, and independent environmental noise components for the different species. Non-neutral mechanisms such as ecological heterogeneity among species (20%) and spatiotemporal variation in the environment (75%) explained the majority of the variance in log abundances. Overdispersion relative to Poisson sampling and demographic stochasticity had a small contribution to the variance (5%). Among a set of environmental variables, lake acidity was the environmental variable that was most strongly related to decay of community similarity in space and time.",,,,,"Finstad, Anders Gravbrot/H-6519-2015; Herfindal, Ivar/A-4609-2015; Grotan, Vidar/A-4056-2008","Finstad, Anders Gravbrot/0000-0003-4529-6266; Herfindal, Ivar/0000-0002-5860-9252; Grotan, Vidar/0000-0003-1222-0724; Bellier, Edwige/0000-0002-1184-0668",,,,,,,,,,,,,0906-7590,1600-0587,,,,FEB,2014,37,2,,,,,172,182,,10.1111/j.1600-0587.2013.00175.x,http://dx.doi.org/10.1111/j.1600-0587.2013.00175.x,,,,,,,,,,,,,WOS:000329927800009,View Full Record in Web of Science
B,"Hui, C; Richardson, DM","Hui, C; Richardson, DM",,,"Hui, Cang; Richardson, David M.","Hui, C; Richardson, DM",,Network Scaling,INVADING ECOLOGICAL NETWORKS,Ecology Biodiversity and Conservation,,,,,,,,,,,,,,,,"Hui, Cang/A-1781-2008",,,,,,,,,,,,,,,,978-1-108-74596-3; 978-1-108-47861-8,,,,2022,,,,,,,318,369,,,,10.1017/9781108778374,,,,,,,,,,,,WOS:000890378800007,View Full Record in Web of Science
J,"Terui, A; Ishiyama, N; Urabe, H; Ono, S; Finlay, JC; Nakamura, F",,,,"Terui, Akira; Ishiyama, Nobuo; Urabe, Hirokazu; Ono, Satoru; Finlay, Jacques C.; Nakamura, Futoshi",,,Metapopulation stability in branching river networks,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,,,,,,,,,"Intraspecific population diversity (specifically, spatial asynchrony of population dynamics) is an essential component of metapopulation stability and persistence in nature. In 2D systems, theory predicts that metapopulation stability should increase with ecosystem size (or habitat network size): Larger ecosystems will harbor more diverse subpopulations with more stable aggregate dynamics. However, current theories developed in simplified landscapes may be inadequate to predict emergent properties of branching ecosystems, an overlooked but widespread habitat geometry. Here, we combine theory and analyses of a unique long-term dataset to show that a scale-invariant characteristic of fractal river networks, branching complexity (measured as branching probability), stabilizes watershed metapopulations. In riverine systems, each branch (i.e., tributary) exhibits distinctive ecological dynamics, and confluences serve as merging points of those branches. Hence, increased levels of branching complexity should confer a greater likelihood of integrating asynchronous dynamics over the landscape. We theoretically revealed that the stabilizing effect of branching complexity is a consequence of purely probabilistic processes in natural conditions, where within-branch synchrony exceeds among-branch synchrony. Contrary to current theories developed in 2D systems, metapopulation size (a variable closely related to ecosystem size) had vague effects on metapopulation stability. These theoretical predictions were supported by 18-y observations of fish populations across 31 watersheds: Our cross-watershed comparisons revealed consistent stabilizing effects of branching complexity on metapopulations of very different riverine fishes. A strong association between branching complexity and metapopulation stability is likely to be a pervasive feature of branching networks that strongly affects species persistence during rapid environmental changes.",,,,,"Ishiyama, Nobuo/ITF-6469-2023; Terui, Akira/O-8285-2018; Nakamura, Futoshi/A-6696-2012; Finlay, Jacques/B-6081-2011","Finlay, Jacques/0000-0002-7968-7030; Nakamura, Futoshi/0000-0003-4351-2578",,,,,,,,,,,,,0027-8424,1091-6490,,,,JUN 26,2018,115,26,,,,,E5963,E5969,,10.1073/pnas.1800060115,http://dx.doi.org/10.1073/pnas.1800060115,,,,,,,,29895695,,,,,WOS:000436245000018,View Full Record in Web of Science
C,"Ranta, E; Kaitala, V; Fowler, MS",,"Vasseur, DA; McCann, KS",,"Ranta, Esa; Kaitala, Veijo; Fowler, Mike S.",,,Environment forcing populations,IMPACT OF ENVIRONMENTAL VARIABILITY ON ECOLOGICAL SYSTEMS,Peter Yodzis Fundamental Ecology Series,,,,Colloquium on the Impact of Environmental Variability on Ecological Systems,"MAY 06-07, 2005","Univ Guelph, Guelph, CANADA",,Univ Guelph,,,"A striking feature for many species is that populations fluctuate in synchrony over vast geographical ranges. Historically synchronicity was attributed to external forcing (like weather) that influences local population renewal. It is now understood that forcing can be due to any agent (dispersal, competition, predator-prey interactions) interfering with local processes. Data show that often synchrony levels off with increasing distance among populations. Such a feature suggests presence of population travelling waves. That is, processes of population highs coinciding in time in limited regions while elsewhere in space population lows coincide and the pattern changes in location over time. A poorly studied feature in this context is synchrony across species that is suggested to emerge due to interspecific interaction networks. That external forcing causes populations to fluctuate in step is easy to prove. However, time series of population change do not always necessarily carry any extractable information about the agent that is forcing the population, unless complemented with auxiliary data about the environment and the focal population studied. The fingerprint of the external signal is more easily visible in the noise-modulated population data if the underlying renewal process is under compensatory.",,,,,"Fowler, Mike/H-5092-2013","Lindstrom, Jan/0000-0001-5630-6680",,,,,,,,,,,,,,,978-1-4020-5850-9,,,,2007,2,,,,,,89,+,,,,,,,,,,,,,,,,WOS:000248254100005,View Full Record in Web of Science
